District,Mandal,Date,Rain (mm),Min Temp (°C),Max Temp (°C),Min Humidity (%),Max Humidity (%),Min Wind Speed (Kmph),Max Wind Speed (Kmph)
Adilabad,Inderavelly,12-Jun-21,15.8,21.6,28.5,72.4,100.0,0.0,3.8
Adilabad,Inderavelly,13-Jun-21,3.6,22.4,28.3,80.3,100.0,0.0,1.9
Adilabad,Inderavelly,14-Jun-21,93.5,21.5,32.2,62.8,100.0,0.2,3.6
Adilabad,Inderavelly,15-Jun-21,21.3,22.3,32.8,66.4,97.6,0.0,3.1
Adilabad,Inderavelly,16-Jun-21,0.7,23.8,33.6,62.0,95.0,0.0,3.2
Adilabad,Inderavelly,17-Jun-21,8.9,23.9,32.0,64.0,93.4,0.0,1.9
Adilabad,Inderavelly,18-Jun-21,7.6,23.0,30.9,72.3,97.2,0.0,2.1
Adilabad,Inderavelly,19-Jun-21,0.0,24.6,32.6,62.2,86.0,0.8,3.0
Adilabad,Inderavelly,20-Jun-21,0.0,24.1,32.0,60.6,84.6,0.0,2.7
Adilabad,Inderavelly,21-Jun-21,1.0,24.9,33.7,50.8,77.0,0.0,2.8
Adilabad,Inderavelly,22-Jun-21,0.0,26.1,34.7,47.9,75.6,0.0,2.9
Adilabad,Inderavelly,23-Jun-21,9.6,24.2,34.9,49.4,97.2,0.0,2.9
Adilabad,Inderavelly,24-Jun-21,0.1,24.4,30.3,70.4,88.3,0.0,2.1
Adilabad,Inderavelly,25-Jun-21,0.0,24.4,31.4,67.6,85.0,0.0,2.2
Adilabad,Inderavelly,26-Jun-21,0.0,25.2,31.0,67.0,85.8,0.2,3.6
Adilabad,Inderavelly,27-Jun-21,22.2,23.9,34.5,55.3,95.1,0.0,2.5
Adilabad,Inderavelly,28-Jun-21,39.5,22.9,33.5,62.8,96.6,0.0,2.5
Adilabad,Inderavelly,29-Jun-21,0.0,25.4,31.6,71.1,97.6,0.0,1.8
Adilabad,Inderavelly,30-Jun-21,0.0,26.5,34.7,56.3,87.6,0.0,2.0
Adilabad,Jainad,01-Jun-21,0.5,28.5,40.2,26.1,71.6,0.0,14.4
Adilabad,Jainad,02-Jun-21,25.4,23.6,39.4,30.9,84.6,0.0,13.4
Adilabad,Jainad,03-Jun-21,8.6,24.8,33.5,47.9,83.7,0.0,4.4
Adilabad,Jainad,04-Jun-21,0.0,27.7,35.5,35.5,70.1,0.0,13.1
Adilabad,Jainad,05-Jun-21,5.1,23.3,33.1,39.6,90.6,0.0,20.0
Adilabad,Jainad,06-Jun-21,1.8,25.8,34.8,34.7,79.6,0.0,12.6
Adilabad,Jainad,07-Jun-21,12.6,25.7,37.1,33.6,81.3,0.0,14.6
Adilabad,Jainad,08-Jun-21,2.6,27.3,35.7,39.6,76.4,0.0,11.2
Adilabad,Jainad,09-Jun-21,24.1,25.2,37.1,36.8,83.0,0.0,12.1
Adilabad,Jainad,10-Jun-21,0.0,26.3,35.2,42.3,75.7,0.0,15.1
Adilabad,Jainad,11-Jun-21,68.0,24.5,34.4,48.6,86.0,0.0,15.2
Adilabad,Jainad,12-Jun-21,45.8,23.2,31.9,56.8,87.0,0.0,14.5
Adilabad,Jainad,13-Jun-21,1.5,24.8,31.6,59.0,87.4,0.0,7.3
Adilabad,Jainad,14-Jun-21,54.7,23.3,35.4,50.5,87.0,0.0,17.7
Adilabad,Jainad,15-Jun-21,47.8,22.6,35.2,51.9,85.8,0.0,12.0
Adilabad,Jainad,16-Jun-21,0.4,25.4,36.5,46.0,82.0,0.0,12.5
Adilabad,Jainad,17-Jun-21,3.2,25.9,34.5,46.6,77.0,0.0,9.7
Adilabad,Jainad,18-Jun-21,4.7,24.6,32.1,53.2,86.1,0.0,15.3
Adilabad,Jainad,19-Jun-21,5.7,26.3,34.9,44.1,83.9,0.0,17.0
Adilabad,Jainad,20-Jun-21,0.0,25.6,34.9,46.1,83.8,0.0,12.3
Adilabad,Jainad,21-Jun-21,0.3,26.5,36.2,38.0,75.3,0.0,12.0
Adilabad,Jainad,22-Jun-21,0.0,27.9,37.2,34.8,74.8,0.0,7.7
Adilabad,Jainad,23-Jun-21,9.0,25.5,36.2,37.1,87.2,0.0,14.5
Adilabad,Jainad,24-Jun-21,0.9,26.0,32.7,53.3,82.3,0.0,5.7
Adilabad,Jainad,25-Jun-21,0.0,25.4,33.6,51.2,79.6,0.0,7.1
Adilabad,Jainad,26-Jun-21,0.0,26.2,32.8,47.8,79.0,0.0,11.2
Adilabad,Jainad,27-Jun-21,3.4,25.4,35.8,40.5,84.5,0.0,7.2
Adilabad,Jainad,28-Jun-21,7.1,24.2,36.0,47.3,87.3,0.0,9.9
Adilabad,Jainad,29-Jun-21,0.0,26.5,34.3,50.4,91.0,0.0,10.7
Adilabad,Jainad,30-Jun-21,0.0,27.6,36.2,43.0,80.7,0.0,10.3
Adilabad,Mavala,01-Jun-21,0.0,28.2,39.0,24.4,61.3,0.0,8.0
Adilabad,Mavala,02-Jun-21,17.8,24.0,38.0,27.2,83.9,0.0,7.7
Adilabad,Mavala,03-Jun-21,0.0,24.8,32.6,44.5,82.7,0.0,2.6
Adilabad,Mavala,04-Jun-21,0.0,27.5,33.5,34.8,72.4,0.0,7.4
Adilabad,Mavala,05-Jun-21,13.3,23.6,32.8,38.3,79.3,0.0,11.2
Adilabad,Mavala,06-Jun-21,0.0,25.5,33.4,36.8,76.7,0.0,7.0
Adilabad,Mavala,07-Jun-21,3.3,26.1,36.1,33.3,76.3,0.0,8.3
Adilabad,Mavala,08-Jun-21,0.0,27.2,34.2,37.3,65.1,0.0,6.4
Adilabad,Mavala,09-Jun-21,0.5,26.1,37.1,38.8,84.7,0.0,7.0
Adilabad,Mavala,10-Jun-21,1.5,26.4,33.5,38.8,78.0,0.1,8.3
Adilabad,Mavala,11-Jun-21,22.0,23.4,31.7,45.0,89.3,0.0,8.7
Adilabad,Mavala,12-Jun-21,21.5,22.2,30.0,56.0,91.0,0.0,8.5
Adilabad,Mavala,13-Jun-21,0.5,25.0,28.9,64.7,80.2,0.0,4.3
Adilabad,Mavala,14-Jun-21,44.5,22.9,32.8,44.0,91.4,0.1,9.7
Adilabad,Mavala,15-Jun-21,70.8,23.5,32.6,55.6,91.8,0.1,7.0
Adilabad,Mavala,16-Jun-21,0.0,25.4,33.9,41.3,81.7,0.0,7.2
Adilabad,Mavala,17-Jun-21,0.0,25.9,32.9,43.0,79.7,0.0,5.8
Adilabad,Mavala,18-Jun-21,11.3,24.4,31.1,65.0,86.9,0.0,8.8
Adilabad,Mavala,19-Jun-21,7.0,26.1,32.9,40.5,75.9,0.0,9.5
Adilabad,Mavala,20-Jun-21,0.0,25.9,32.1,41.5,80.0,0.0,7.3
Adilabad,Mavala,21-Jun-21,0.0,25.5,34.2,35.3,76.8,0.0,7.2
Adilabad,Mavala,22-Jun-21,0.0,27.4,33.9,34.8,74.8,0.0,4.4
Adilabad,Mavala,23-Jun-21,46.0,24.0,34.7,35.3,92.3,0.0,8.1
Adilabad,Mavala,24-Jun-21,0.0,25.1,30.0,61.8,78.1,0.0,3.3
Adilabad,Mavala,25-Jun-21,0.0,25.3,31.1,58.6,78.9,0.0,4.1
Adilabad,Mavala,26-Jun-21,0.5,25.7,31.2,58.3,69.7,0.0,6.4
Adilabad,Mavala,27-Jun-21,4.5,25.3,35.3,36.8,84.3,0.0,4.6
Adilabad,Mavala,28-Jun-21,31.8,23.9,33.8,41.3,92.3,0.0,5.7
Adilabad,Mavala,29-Jun-21,20.8,24.6,32.6,60.5,90.6,0.0,6.1
Adilabad,Mavala,30-Jun-21,0.0,26.6,33.6,41.3,79.2,0.0,5.7
Adilabad,Narnoor,01-Jun-21,6.3,25.5,38.6,37.5,76.7,0.0,10.8
Adilabad,Narnoor,02-Jun-21,1.0,22.3,35.8,44.4,91.1,0.0,15.8
Adilabad,Narnoor,03-Jun-21,0.8,23.7,32.8,59.2,86.5,0.0,13.7
Adilabad,Narnoor,04-Jun-21,0.0,24.6,32.7,53.8,79.4,0.0,11.4
Adilabad,Narnoor,05-Jun-21,1.3,23.1,32.3,59.5,90.8,0.0,13.0
Adilabad,Narnoor,06-Jun-21,0.0,25.0,32.5,53.8,80.5,0.0,11.4
Adilabad,Narnoor,07-Jun-21,0.0,25.9,35.5,47.3,78.8,0.0,12.0
Adilabad,Narnoor,08-Jun-21,0.9,24.6,34.9,51.3,91.4,0.0,15.0
Adilabad,Narnoor,09-Jun-21,7.0,22.5,32.7,64.8,97.6,0.0,12.7
Adilabad,Narnoor,10-Jun-21,0.0,23.9,33.4,60.4,90.0,0.0,9.4
Adilabad,Narnoor,11-Jun-21,0.0,22.8,31.6,72.5,95.8,0.4,4.3
Adilabad,Narnoor,12-Jun-21,36.8,21.0,28.9,74.8,92.0,0.0,11.3
Adilabad,Narnoor,13-Jun-21,18.0,22.8,28.4,75.9,91.0,0.0,14.7
Adilabad,Narnoor,14-Jun-21,55.3,22.1,31.9,68.9,93.3,0.3,5.8
Adilabad,Narnoor,15-Jun-21,81.4,21.1,30.3,72.3,94.1,0.2,3.4
Adilabad,Narnoor,16-Jun-21,6.3,22.9,31.8,67.9,90.5,0.3,3.6
Adilabad,Narnoor,17-Jun-21,4.3,22.9,30.5,68.3,91.9,0.0,47.1
Adilabad,Narnoor,18-Jun-21,41.0,23.1,28.4,78.6,92.8,0.0,17.1
Adilabad,Narnoor,19-Jun-21,0.8,23.7,30.0,67.4,85.2,1.1,3.8
Adilabad,Narnoor,20-Jun-21,0.0,23.4,29.0,70.1,85.2,0.4,3.3
Adilabad,Narnoor,21-Jun-21,0.5,24.3,32.1,60.0,74.6,0.1,3.4
Adilabad,Narnoor,22-Jun-21,0.0,25.8,32.6,56.2,75.7,0.1,3.0
Adilabad,Narnoor,23-Jun-21,57.8,22.3,32.9,56.6,94.6,0.1,3.3
Adilabad,Narnoor,24-Jun-21,0.0,23.7,28.4,74.1,87.4,0.1,2.2
Adilabad,Narnoor,25-Jun-21,2.0,23.7,28.4,70.8,86.5,0.4,3.3
Adilabad,Narnoor,26-Jun-21,0.0,23.9,29.0,70.5,87.4,0.6,3.2
Adilabad,Narnoor,27-Jun-21,31.0,23.0,32.2,64.3,92.9,0.1,3.5
Adilabad,Narnoor,28-Jun-21,12.8,22.8,31.4,68.9,93.7,0.0,3.3
Adilabad,Narnoor,29-Jun-21,0.0,24.6,30.6,71.9,92.8,0.0,1.9
Adilabad,Narnoor,30-Jun-21,0.0,25.7,33.0,60.0,88.6,0.1,2.7
Adilabad,Neradigonda,01-Jun-21,0.0,25.3,38.6,35.5,80.9,0.1,22.7
Adilabad,Neradigonda,02-Jun-21,2.6,22.8,37.2,41.0,94.9,0.0,15.2
Adilabad,Neradigonda,03-Jun-21,0.0,25.1,33.3,46.4,84.0,0.0,13.0
Adilabad,Neradigonda,04-Jun-21,0.0,26.0,32.5,55.5,80.7,0.0,8.9
Adilabad,Neradigonda,05-Jun-21,11.7,23.7,32.5,62.1,96.8,0.0,9.7
Adilabad,Neradigonda,06-Jun-21,1.9,23.4,32.9,56.2,88.4,0.0,10.8
Adilabad,Neradigonda,07-Jun-21,0.0,25.1,35.0,43.8,82.3,0.0,11.5
Adilabad,Neradigonda,08-Jun-21,0.0,25.7,36.1,44.9,80.5,2.2,11.3
Adilabad,Neradigonda,09-Jun-21,8.8,24.1,37.0,49.1,90.4,0.0,14.2
Adilabad,Neradigonda,10-Jun-21,1.7,24.7,33.1,56.8,84.9,1.0,14.6
Adilabad,Neradigonda,11-Jun-21,1.2,22.5,32.4,63.1,89.6,1.4,16.7
Adilabad,Neradigonda,12-Jun-21,18.0,21.8,29.9,68.2,93.8,0.4,18.5
Adilabad,Neradigonda,13-Jun-21,0.0,23.8,29.1,73.9,86.1,1.4,13.0
Adilabad,Neradigonda,14-Jun-21,85.2,21.8,34.0,54.3,100.0,0.3,15.5
Adilabad,Neradigonda,15-Jun-21,4.6,23.5,32.2,66.4,93.6,1.3,14.6
Adilabad,Neradigonda,16-Jun-21,0.0,23.6,33.8,60.1,89.3,0.0,17.0
Adilabad,Neradigonda,17-Jun-21,24.6,23.8,32.9,53.6,94.0,0.0,14.7
Adilabad,Neradigonda,18-Jun-21,7.1,23.3,30.0,72.5,95.5,0.0,15.3
Adilabad,Neradigonda,19-Jun-21,0.5,24.2,32.4,57.2,88.7,5.0,18.1
Adilabad,Neradigonda,20-Jun-21,0.0,23.7,31.9,56.4,88.7,4.3,16.5
Adilabad,Neradigonda,21-Jun-21,0.0,24.7,33.1,48.1,81.4,2.9,14.2
Adilabad,Neradigonda,22-Jun-21,0.1,26.2,33.8,45.0,82.6,0.0,11.7
Adilabad,Neradigonda,23-Jun-21,2.8,24.3,33.7,47.9,94.5,0.0,13.9
Adilabad,Neradigonda,24-Jun-21,0.0,24.2,30.0,67.7,82.0,0.0,9.2
Adilabad,Neradigonda,25-Jun-21,3.4,23.7,32.4,59.5,90.2,0.0,15.8
Adilabad,Neradigonda,26-Jun-21,7.5,24.2,31.1,64.2,92.2,0.0,14.3
Adilabad,Neradigonda,27-Jun-21,5.5,23.4,32.8,57.9,96.3,0.0,10.4
Adilabad,Neradigonda,28-Jun-21,98.5,22.7,32.7,63.6,97.6,0.0,10.9
Adilabad,Neradigonda,29-Jun-21,0.0,24.6,31.1,70.6,96.8,0.0,8.1
Adilabad,Neradigonda,30-Jun-21,0.0,25.7,33.8,54.5,86.7,0.0,9.5
Adilabad,Sirikonda,01-Jun-21,0.0,26.1,37.9,38.3,82.4,0.1,2.0
Adilabad,Sirikonda,02-Jun-21,6.3,23.7,36.9,42.5,92.9,0.0,2.7
Adilabad,Sirikonda,03-Jun-21,0.0,25.6,32.6,59.0,89.8,0.0,2.7
Adilabad,Sirikonda,04-Jun-21,0.0,26.7,33.9,48.6,81.5,0.0,3.4
Adilabad,Sirikonda,05-Jun-21,13.3,23.2,32.7,58.1,96.6,0.0,2.2
Adilabad,Sirikonda,06-Jun-21,0.0,25.1,33.4,49.0,87.7,0.0,3.3
Adilabad,Sirikonda,07-Jun-21,0.0,26.4,36.0,44.4,84.0,0.0,2.0
Adilabad,Sirikonda,08-Jun-21,0.0,26.2,33.5,53.1,85.0,0.0,2.8
Adilabad,Sirikonda,09-Jun-21,30.0,23.7,35.1,53.1,99.9,0.0,2.9
Adilabad,Sirikonda,10-Jun-21,0.0,25.1,32.7,57.6,89.8,0.0,2.3
Adilabad,Sirikonda,11-Jun-21,7.5,23.1,31.9,66.2,94.5,0.2,3.4
Adilabad,Sirikonda,12-Jun-21,11.0,22.0,29.7,73.2,98.8,0.0,3.8
Adilabad,Sirikonda,13-Jun-21,10.8,23.6,28.3,79.9,97.4,0.0,1.9
Adilabad,Sirikonda,14-Jun-21,113.0,21.8,33.6,60.0,100.0,0.2,3.6
Adilabad,Sirikonda,15-Jun-21,6.0,22.5,32.7,70.5,99.2,0.0,3.1
Adilabad,Sirikonda,16-Jun-21,0.0,24.3,32.6,63.5,95.1,0.0,3.2
Adilabad,Sirikonda,17-Jun-21,21.8,23.7,32.5,60.9,98.3,0.0,1.9
Adilabad,Sirikonda,18-Jun-21,20.5,23.4,30.3,77.9,99.9,0.0,2.1
Adilabad,Sirikonda,19-Jun-21,0.0,25.0,32.7,60.8,87.8,0.8,3.0
Adilabad,Sirikonda,20-Jun-21,0.0,24.6,32.5,55.6,87.1,0.0,2.7
Adilabad,Sirikonda,21-Jun-21,0.0,25.7,32.8,51.6,76.9,0.0,2.8
Adilabad,Sirikonda,22-Jun-21,0.0,26.7,35.1,46.2,76.7,0.0,2.9
Adilabad,Sirikonda,23-Jun-21,5.3,24.8,34.7,47.2,96.9,0.0,2.9
Adilabad,Sirikonda,24-Jun-21,0.0,25.0,30.5,70.4,88.9,0.0,2.1
Adilabad,Sirikonda,25-Jun-21,1.8,24.7,31.5,66.7,89.1,0.0,2.2
Adilabad,Sirikonda,26-Jun-21,0.0,25.4,31.3,65.6,88.3,0.2,3.6
Adilabad,Sirikonda,27-Jun-21,20.5,24.4,35.2,54.1,97.0,0.0,2.5
Adilabad,Sirikonda,28-Jun-21,80.3,23.2,33.0,64.4,99.8,0.0,2.5
Adilabad,Sirikonda,29-Jun-21,0.0,25.4,31.6,71.1,97.6,0.0,1.8
Adilabad,Sirikonda,30-Jun-21,0.0,26.5,34.7,54.4,94.2,0.0,2.0
Adilabad,Talamadugu,01-Jun-21,5.4,26.7,39.8,33.0,88.8,0.0,3.9
Adilabad,Talamadugu,02-Jun-21,51.7,23.1,37.8,35.5,99.9,0.0,22.8
Adilabad,Talamadugu,03-Jun-21,0.3,23.9,32.7,55.5,99.9,0.0,5.5
Adilabad,Talamadugu,04-Jun-21,0.0,26.5,34.0,45.9,90.9,0.0,5.5
Adilabad,Talamadugu,05-Jun-21,5.6,24.1,32.5,59.8,99.9,0.0,5.6
Adilabad,Talamadugu,06-Jun-21,0.0,24.9,34.7,43.3,86.2,0.0,3.8
Adilabad,Talamadugu,07-Jun-21,0.0,26.1,36.8,39.7,84.0,0.0,6.4
Adilabad,Talamadugu,08-Jun-21,2.4,26.5,34.8,48.0,82.7,0.0,6.8
Adilabad,Talamadugu,09-Jun-21,0.0,25.6,35.7,48.1,87.4,0.0,9.6
Adilabad,Talamadugu,10-Jun-21,0.0,25.9,33.4,50.5,86.5,0.3,7.5
Adilabad,Talamadugu,11-Jun-21,23.6,23.3,31.7,59.3,91.8,0.1,9.3
Adilabad,Talamadugu,12-Jun-21,14.9,22.4,29.9,68.0,93.5,0.1,10.6
Adilabad,Talamadugu,13-Jun-21,0.7,24.3,29.0,72.5,89.3,0.4,7.3
Adilabad,Talamadugu,14-Jun-21,70.6,22.6,33.8,55.6,98.8,0.2,10.6
Adilabad,Talamadugu,15-Jun-21,16.0,23.7,33.1,61.4,95.3,0.1,7.2
Adilabad,Talamadugu,16-Jun-21,0.0,25.1,34.8,52.0,87.9,0.0,6.4
Adilabad,Talamadugu,17-Jun-21,1.0,25.4,32.9,55.5,86.9,0.1,4.9
Adilabad,Talamadugu,18-Jun-21,3.6,24.3,32.5,61.4,93.3,0.0,7.4
Adilabad,Talamadugu,19-Jun-21,1.3,25.8,33.0,53.1,84.6,0.2,4.9
Adilabad,Talamadugu,20-Jun-21,0.0,25.4,32.3,54.1,80.8,0.4,5.5
Adilabad,Talamadugu,21-Jun-21,0.0,25.6,34.6,43.7,78.0,0.1,9.4
Adilabad,Talamadugu,22-Jun-21,0.0,26.7,34.8,42.3,76.5,0.2,7.3
Adilabad,Talamadugu,23-Jun-21,4.2,24.7,35.2,45.7,93.4,0.0,9.5
Adilabad,Talamadugu,24-Jun-21,1.5,24.6,30.1,67.9,90.7,0.1,4.9
Adilabad,Talamadugu,25-Jun-21,0.0,24.9,31.5,64.0,89.2,0.1,8.1
Adilabad,Talamadugu,26-Jun-21,0.0,25.2,32.7,61.0,88.6,0.7,9.9
Adilabad,Talamadugu,27-Jun-21,13.9,25.3,34.2,50.1,91.6,0.2,8.3
Adilabad,Talamadugu,28-Jun-21,49.0,23.7,33.8,52.8,96.5,0.2,7.2
Adilabad,Talamadugu,29-Jun-21,2.3,25.4,33.1,65.6,92.9,0.0,2.5
Adilabad,Talamadugu,30-Jun-21,0.0,27.0,34.8,52.0,86.6,0.0,3.4
Adilabad,Tamsi,01-Jun-21,0.0,27.1,37.8,37.3,71.0,0.0,13.9
Adilabad,Tamsi,02-Jun-21,50.0,23.2,38.0,38.5,94.6,0.0,8.3
Adilabad,Tamsi,03-Jun-21,1.3,24.1,32.3,59.3,94.6,0.0,8.6
Adilabad,Tamsi,04-Jun-21,0.0,25.1,35.3,49.8,81.2,0.0,8.1
Adilabad,Tamsi,05-Jun-21,3.7,24.1,32.8,57.8,91.2,0.0,7.5
Adilabad,Tamsi,06-Jun-21,0.0,24.7,34.5,45.1,83.5,0.0,4.0
Adilabad,Tamsi,07-Jun-21,0.0,25.4,38.0,43.2,82.6,0.0,9.8
Adilabad,Tamsi,08-Jun-21,0.0,26.1,34.7,46.3,78.1,0.0,10.4
Adilabad,Tamsi,09-Jun-21,0.0,25.5,36.2,51.4,82.1,0.0,15.0
Adilabad,Tamsi,10-Jun-21,0.0,25.8,34.1,55.2,80.7,0.0,10.2
Adilabad,Tamsi,11-Jun-21,52.2,23.0,32.0,63.9,93.5,0.0,13.6
Adilabad,Tamsi,12-Jun-21,18.6,22.0,31.4,68.7,95.6,0.0,15.4
Adilabad,Tamsi,13-Jun-21,5.1,23.6,29.3,75.2,93.5,0.0,10.6
Adilabad,Tamsi,14-Jun-21,63.2,22.1,33.4,58.8,96.2,0.0,16.7
Adilabad,Tamsi,15-Jun-21,39.2,23.2,34.6,62.8,95.1,0.0,8.4
Adilabad,Tamsi,16-Jun-21,0.0,24.7,36.8,54.1,94.6,0.0,8.4
Adilabad,Tamsi,17-Jun-21,0.0,25.1,33.2,58.7,83.5,0.0,5.1
Adilabad,Tamsi,18-Jun-21,6.9,23.9,32.4,66.9,94.6,0.0,10.6
Adilabad,Tamsi,19-Jun-21,0.0,25.2,33.1,59.8,82.1,0.0,3.8
Adilabad,Tamsi,20-Jun-21,0.5,24.7,32.6,59.8,80.2,0.0,3.9
Adilabad,Tamsi,21-Jun-21,0.0,25.5,35.8,46.9,77.1,0.0,12.4
Adilabad,Tamsi,22-Jun-21,0.0,25.7,35.4,45.7,76.5,0.0,9.5
Adilabad,Tamsi,23-Jun-21,13.1,24.4,34.6,52.1,95.6,0.0,12.6
Adilabad,Tamsi,24-Jun-21,3.8,23.9,30.1,69.2,93.5,0.0,6.9
Adilabad,Tamsi,25-Jun-21,0.0,24.1,31.3,64.3,87.8,0.0,10.8
Adilabad,Tamsi,26-Jun-21,0.1,24.5,32.5,59.8,88.3,0.0,14.3
Adilabad,Tamsi,27-Jun-21,2.4,24.4,34.7,55.2,90.7,0.0,12.1
Adilabad,Tamsi,28-Jun-21,29.2,23.4,35.0,55.2,96.7,0.0,11.0
Adilabad,Tamsi,29-Jun-21,1.3,24.9,32.9,62.3,92.6,0.0,2.7
Adilabad,Tamsi,30-Jun-21,0.0,26.7,36.4,55.7,83.8,0.0,3.0
Adilabad,Utnur,01-Jun-21,0.0,26.1,39.2,35.4,77.8,0.0,5.1
Adilabad,Utnur,02-Jun-21,13.6,24.2,36.6,40.7,87.3,0.0,4.1
Adilabad,Utnur,03-Jun-21,0.0,25.5,33.2,50.0,81.2,0.2,3.4
Adilabad,Utnur,04-Jun-21,0.0,25.9,34.3,47.5,82.1,0.1,2.8
Adilabad,Utnur,05-Jun-21,7.0,23.9,32.5,57.6,93.6,0.0,2.5
Adilabad,Utnur,06-Jun-21,0.0,25.7,35.4,44.8,85.1,0.0,2.3
Adilabad,Utnur,07-Jun-21,0.0,26.1,35.6,44.2,87.6,0.0,3.7
Adilabad,Utnur,08-Jun-21,18.6,26.0,35.4,41.8,95.5,0.0,3.0
Adilabad,Utnur,09-Jun-21,16.4,23.6,35.7,51.3,97.7,0.1,2.7
Adilabad,Utnur,10-Jun-21,10.1,24.0,33.6,53.0,98.2,0.0,3.2
Adilabad,Utnur,11-Jun-21,1.5,23.1,32.4,65.7,95.6,0.1,4.0
Adilabad,Utnur,12-Jun-21,12.5,21.9,29.3,72.5,97.9,0.0,4.4
Adilabad,Utnur,13-Jun-21,17.1,23.3,29.5,75.7,97.1,0.0,2.2
Adilabad,Utnur,14-Jun-21,82.2,22.1,33.3,59.9,99.8,0.2,6.7
Adilabad,Utnur,15-Jun-21,15.5,22.1,32.4,72.3,100.0,0.2,2.6
Adilabad,Utnur,16-Jun-21,0.0,24.0,32.6,65.3,97.2,0.3,2.7
Adilabad,Utnur,17-Jun-21,20.1,23.6,32.3,62.2,96.6,0.2,2.0
Adilabad,Utnur,18-Jun-21,9.6,23.8,31.0,73.6,98.5,0.0,2.5
Adilabad,Utnur,19-Jun-21,0.0,24.6,32.5,62.3,88.5,0.7,3.0
Adilabad,Utnur,20-Jun-21,0.0,24.2,31.7,63.5,88.9,0.2,2.7
Adilabad,Utnur,21-Jun-21,0.0,24.4,33.7,50.9,83.7,0.0,2.8
Adilabad,Utnur,22-Jun-21,0.0,26.2,34.3,49.2,85.8,0.0,2.1
Adilabad,Utnur,23-Jun-21,8.6,23.5,34.4,49.6,98.0,0.0,4.3
Adilabad,Utnur,24-Jun-21,0.0,24.8,30.9,67.8,92.4,0.0,1.4
Adilabad,Utnur,25-Jun-21,3.3,24.5,31.3,66.2,90.3,0.0,1.9
Adilabad,Utnur,26-Jun-21,1.3,24.4,31.2,66.4,94.9,0.0,2.1
Adilabad,Utnur,27-Jun-21,17.6,24.1,33.4,57.5,100.0,0.0,3.5
Adilabad,Utnur,28-Jun-21,27.8,23.4,32.9,63.5,99.4,0.0,3.5
Adilabad,Utnur,29-Jun-21,0.0,25.2,31.5,68.1,98.3,0.0,2.0
Adilabad,Utnur,30-Jun-21,0.0,26.4,34.0,59.5,94.3,0.0,1.9
Bhadradri Kothagudem,Allapalli,01-Jun-21,5.0,25.6,41.8,26.0,90.7,0.0,29.0
Bhadradri Kothagudem,Allapalli,02-Jun-21,0.0,27.9,39.7,32.2,85.3,0.0,5.9
Bhadradri Kothagudem,Allapalli,03-Jun-21,0.0,27.2,38.7,35.1,83.2,0.0,12.5
Bhadradri Kothagudem,Allapalli,04-Jun-21,52.0,23.5,30.3,85.2,99.5,0.0,5.3
Bhadradri Kothagudem,Allapalli,05-Jun-21,0.0,25.9,38.2,44.6,91.5,0.0,0.1
Bhadradri Kothagudem,Allapalli,06-Jun-21,0.0,25.6,38.2,42.1,93.5,0.0,6.0
Bhadradri Kothagudem,Allapalli,07-Jun-21,1.8,25.9,39.2,38.3,95.2,0.0,16.7
Bhadradri Kothagudem,Allapalli,08-Jun-21,0.0,27.0,40.0,36.2,89.4,0.0,7.8
Bhadradri Kothagudem,Allapalli,09-Jun-21,0.0,26.7,39.6,36.7,72.5,2.1,10.2
Bhadradri Kothagudem,Allapalli,10-Jun-21,0.0,28.0,33.0,79.3,98.0,0.0,11.5
Bhadradri Kothagudem,Allapalli,11-Jun-21,3.3,24.2,35.0,48.0,95.2,0.0,17.8
Bhadradri Kothagudem,Allapalli,12-Jun-21,0.5,24.7,32.2,54.9,86.6,0.0,22.5
Bhadradri Kothagudem,Allapalli,13-Jun-21,15.8,25.1,32.5,56.2,99.1,0.0,18.4
Bhadradri Kothagudem,Allapalli,14-Jun-21,15.2,24.5,32.5,59.8,99.9,0.0,17.3
Bhadradri Kothagudem,Allapalli,15-Jun-21,0.0,25.7,31.7,65.2,88.6,0.0,12.1
Bhadradri Kothagudem,Allapalli,16-Jun-21,0.0,26.2,34.3,55.3,99.9,0.0,15.0
Bhadradri Kothagudem,Allapalli,17-Jun-21,7.5,23.4,35.0,51.1,97.4,0.0,15.1
Bhadradri Kothagudem,Allapalli,18-Jun-21,0.8,24.3,31.8,64.8,95.7,0.0,6.3
Bhadradri Kothagudem,Allapalli,19-Jun-21,0.0,27.1,33.2,56.2,77.4,0.0,16.1
Bhadradri Kothagudem,Allapalli,20-Jun-21,0.0,26.8,32.8,54.9,89.0,0.0,17.4
Bhadradri Kothagudem,Allapalli,21-Jun-21,0.0,25.3,35.3,45.4,96.1,0.0,25.2
Bhadradri Kothagudem,Allapalli,22-Jun-21,0.0,25.1,36.0,40.1,93.5,0.0,17.6
Bhadradri Kothagudem,Allapalli,23-Jun-21,5.0,23.2,33.7,53.5,97.8,0.0,22.8
Bhadradri Kothagudem,Allapalli,24-Jun-21,3.0,23.9,31.6,67.9,97.4,0.0,18.2
Bhadradri Kothagudem,Allapalli,25-Jun-21,1.3,25.8,31.0,58.0,91.9,0.0,16.0
Bhadradri Kothagudem,Allapalli,26-Jun-21,0.0,26.8,32.9,54.0,90.2,0.0,15.7
